,0,1,2,3,4,5,6
0,0.28064544081684745,0.7339751559348539,0.6222235617459468,0.44987523972614274,0.18165143807325018,0.17263959895889402,0.17684691418575488
1,0.4820454408168474,0.266119847031174,0.642112636862842,0.48074465647204806,0.22727523972614275,0.21818355895889402,0.22504158085242154
2,0.6266294408168475,0.46751984703117394,0.24662544864776506,0.5014768035547088,0.25814465647204804,0.24929899168616673,0.2561025615724215
3,0.7301660432168474,0.6121038470311739,0.44802544864776506,0.20285143807325018,0.27887680355470873,0.2703519339068742,0.27732328669242157
4,0.7885230372968474,0.7156404494311739,0.592609448647765,0.4042514380732502,0.11487143807325018,0.28449125821724874,0.291681393286944
5,0.7885230372968474,0.7156404494311739,0.592609448647765,0.4042514380732502,0.11487143807325018,0.10197293229222734,0.291681393286944
6,0.18016906831018076,0.28445455353485394,0.711422263262842,0.6062101110175028,0.44987523972614274,0.4301835589588941,0.4264415808524215
7,0.22836373497684742,0.4858545535348539,0.2762395617459469,0.6269422581001635,0.48074465647204806,0.46129899168616684,0.45750256157242153
8,0.25942471569684744,0.6304385535348539,0.47763956174594685,0.24847523972614274,0.5014768035547088,0.48235193390687425,0.47872328669242153
9,0.28064544081684745,0.7339751559348539,0.6222235617459468,0.44987523972614274,0.18165143807325018,0.4964912582172488,0.493081393286944
10,0.28064544081684745,0.7339751559348539,0.6222235617459468,0.44987523972614274,0.18165143807325018,0.17263959895889402,0.493081393286944
11,0.4297637349768474,0.18686419964450726,0.2961286368628421,0.6991898292076014,0.6062101110175028,0.6131121916861668,0.6020865615724215
12,0.4608247156968474,0.23505886631117393,0.49752863686284204,0.27934465647204804,0.6269422581001635,0.6341651339068742,0.6233072866924215
13,0.4820454408168474,0.266119847031174,0.642112636862842,0.48074465647204806,0.22727523972614275,0.6483044582172488,0.637665393286944
14,0.4820454408168474,0.266119847031174,0.642112636862842,0.48074465647204806,0.22727523972614275,0.21818355895889402,0.637665393286944
15,0.6054087156968474,0.4364588663111739,0.1984307819810984,0.3000768035547087,0.6991898292076014,0.7197325739068743,0.7268438890924215
16,0.6266294408168475,0.46751984703117394,0.24662544864776506,0.5014768035547088,0.25814465647204804,0.7338718982172489,0.741201995686944
17,0.6266294408168475,0.46751984703117394,0.24662544864776506,0.5014768035547088,0.25814465647204804,0.24929899168616673,0.741201995686944
18,0.7301660432168474,0.6121038470311739,0.44802544864776506,0.20285143807325018,0.27887680355470873,0.7831447417125216,0.799558989766944
19,0.7301660432168474,0.6121038470311739,0.44802544864776506,0.20285143807325018,0.27887680355470873,0.2703519339068742,0.799558989766944
20,0.7885230372968474,0.7156404494311739,0.592609448647765,0.4042514380732502,0.11487143807325018,0.28449125821724874,0.8331630690307199
